amazon_key,x_coord,y_coord
fm_34869_-103058,139,41
fm_34875_19736,461,26
fm_34882_10020,147,131
fm_34893_-68408,481,147
fm_34900_6676,334,30
fm_34911_-29761,450,197
fm_34926_-78068,277,89
fm_34930_18198,366,334
fm_34931_-27231,86,302
fm_34936_-78028,17,208
fm_34939_19088,390,207
fm_34948_18032,301,56
fm_34961_8570,335,45
fm_34976_11710,9,263
fm_35012_14600,115,114
fm_35023_9740,198,114
fm_35042_-8605,382,236
fm_35043_19300,86,173
fm_35056_20878,211,157
fm_35061_19830,430,193
fm_35071_14870,480,134
fm_35100_23450,402,299
fm_35160_13536,390,314
fm_35161_14570,31,249
fm_35202_8450,305,209
fm_35210_7926,466,186
fm_35215_17500,436,138
fm_35220_8546,216,208
fm_35255_9730,411,83
fm_35276_-59516,303,223
fm_35287_15010,36,224
fm_35289_34676,227,271
fm_35291_-73698,428,79
fm_35330_12868,303,160
fm_35364_38346,33,58
fm_35370_25918,491,111
fm_35389_17950,414,231
fm_35407_22672,22,206
fm_35417_-46486,330,2
fm_35420_19128,362,90
fm_35425_-102698,495,217
fm_35459_9178,302,197
fm_35483_9530,252,324
fm_35486_20248,473,175
fm_35503_25440,87,298
fm_35506_-60426,377,134
fm_35521_21090,113,190
fm_35522_18900,221,207
fm_35528_8910,222,149
fm_35580_10500,349,331
fm_35584_-9855,491,108
fm_35600_12370,382,275
fm_35604_-8275,41,265
fm_35620_9776,264,232
fm_35675_16220,264,270
fm_35675_19970,17,303
fm_35709_40566,307,226
fm_35715_21178,229,0
fm_35725_12230,157,357
fm_35729_30336,266,92
fm_35730_21100,266,106
fm_35741_-52946,414,339
fm_35760_14748,236,344
fm_35781_24270,293,373
fm_35808_13712,390,175
fm_35808_23632,208,223
fm_35816_10490,491,25
fm_35829_19058,362,329
fm_35851_-26611,315,317
fm_35857_-50776,251,169
fm_35857_16492,475,323
fm_35869_29106,393,364
fm_35902_12960,382,240
fm_35905_24490,159,326
fm_35916_17758,100,197
fm_35916_21518,494,119
fm_35943_22850,328,87
fm_35971_16150,371,337
fm_35981_43986,284,146
fm_35982_-22941,368,214
fm_36090_24020,297,111
fm_36154_25120,386,170
fm_36161_-77148,179,108
fm_36167_11870,259,198
fm_36185_8498,249,126
fm_36185_9108,175,231
fm_36198_9768,105,66
fm_36209_-97768,352,165
fm_36217_10660,328,165
fm_36220_23088,416,368
fm_36221_-69988,492,151
fm_36221_-70578,100,300
fm_36240_12868,128,104
fm_36250_14748,109,49
fm_36251_22738,446,358
fm_36259_14510,362,143
fm_36264_39616,366,88
fm_36268_13072,264,151
fm_36284_31236,430,126
fm_36285_-96858,22,177
fm_36286_11140,118,83
fm_36295_-105828,16,292
fm_36296_-76158,390,314
fm_36296_9270,290,207
fm_36297_21432,390,208
fm_36299_16660,128,118
fm_36317_-55486,432,107
fm_36321_-26021,121,314
fm_36325_-103948,152,108
fm_36326_-80538,198,133
fm_36327_-49546,257,265
fm_36376_20868,480,258
fm_36397_7540,403,185
fm_36463_23710,472,226
fm_36470_13330,411,83
fm_36471_21700,390,314
fm_36484_-3325,270,324
fm_36541_13310,437,265
fm_36609_37456,108,143
fm_36611_-73698,45,333
fm_36615_-82088,300,73
fm_36625_20568,149,143
fm_36639_10220,467,87
fm_36651_-74928,302,58
fm_36665_18486,424,113
fm_36665_8826,204,357
fm_36669_7110,412,173
fm_36670_16100,393,220
fm_36724_42116,41,372
fm_36745_-93148,26,232
fm_36745_24668,12,84
fm_36751_-105518,24,269
fm_36767_20822,336,249
fm_36771_-36281,310,19
fm_36778_5280,489,14
fm_36784_22320,416,286
fm_36792_12910,387,314
fm_36809_-106158,472,157
fm_36843_19120,309,269
fm_36920_17690,244,352
fm_37020_8566,250,283
fm_37035_10318,366,71
fm_37059_-95888,290,176
fm_37071_-70578,489,26
fm_37113_23990,194,167
fm_37120_6706,441,210
fm_37129_18000,382,338
fm_37155_-82408,74,118
fm_37157_18992,230,141
fm_37160_13268,365,315
fm_37175_-94948,297,127
fm_37210_13228,74,265
fm_37210_13868,304,58
fm_37218_9372,67,218
fm_37263_-32251,379,303
fm_37268_23190,249,126
fm_37282_16470,221,39
fm_37292_-10725,159,218
fm_37312_-4235,409,38
fm_37360_11740,329,176
fm_37370_6810,193,196
fm_37381_22600,202,269
fm_37428_25008,113,193
fm_37465_21790,202,114
fm_37481_-1115,299,62
fm_37481_-1145,163,134
fm_37487_27188,76,74
fm_37520_-46166,96,11
fm_37525_11306,174,175
fm_37549_17950,266,126
fm_37549_38036,279,255
fm_37555_7636,33,282
fm_37557_22720,208,83
fm_37560_20668,437,45
fm_37563_29366,221,39
fm_37575_20356,36,159
fm_37607_24950,406,235
fm_37618_23612,126,166
fm_37619_10800,440,179
fm_37622_10640,72,374
fm_37636_-81788,202,269
fm_37636_18230,168,182
fm_37637_-53626,224,361
fm_37639_20430,161,294
fm_37644_31886,258,59
fm_37667_18962,490,263
fm_37670_23438,239,103
fm_37682_11680,481,236
fm_37712_12960,148,167
fm_37743_11360,67,186
fm_37814_22398,22,53
fm_37859_5860,56,256
fm_37870_-23201,398,367
fm_37879_26848,307,157
fm_37935_14080,169,188
fm_37945_18738,253,88
fm_37967_19030,159,165
fm_37989_-94678,375,84
fm_37990_20628,128,279
fm_38001_-46806,247,151
fm_38003_-89418,48,337
fm_38017_10040,210,98
fm_38052_21530,163,132
fm_38060_19718,353,313
fm_38060_20998,268,236
fm_38065_-91248,477,27
fm_38066_-72128,433,338
fm_38066_-73398,18,216
fm_38066_9230,444,252
fm_38067_-50196,402,84
fm_38068_13662,308,331
fm_38069_13930,39,246
fm_38074_-104618,366,212
fm_38095_-99658,85,353
fm_38109_10170,456,162
fm_38125_6598,488,329
fm_38126_20130,402,310
fm_38130_-90298,206,209
fm_38174_-67788,171,146
fm_38176_18368,407,39
fm_38290_13030,468,292
fm_38407_10620,329,108
fm_38411_-52976,295,175
fm_38411_-74918,204,342
fm_38431_-48616,462,209
fm_38434_22590,409,262
fm_38435_17256,262,257
fm_38440_18178,14,186
fm_38461_-58846,463,63
fm_38482_13140,197,23
fm_38499_12700,450,197
fm_38510_23448,18,281
fm_38534_33116,99,141
fm_38534_35566,248,50
fm_38534_42736,469,286
fm_38589_24920,390,208
fm_38612_12690,352,107
fm_38642_-7355,290,63
fm_38724_24570,397,233
fm_38740_15770,362,109
fm_38744_-11695,351,369
fm_38800_13526,201,364
fm_38825_18108,291,325
fm_38834_25070,393,220
fm_38869_38696,442,211
fm_38869_39906,211,165
fm_38875_13468,73,125
fm_38900_11618,480,134
fm_38909_-98668,287,228
fm_38920_20638,421,329
fm_38925_8866,435,265
fm_38930_19850,102,121
fm_38939_9600,418,109
fm_38950_11678,97,152
fm_38951_18478,405,306
fm_38960_19108,401,54
fm_38961_24300,217,276
fm_38962_15950,228,311
fm_38974_33126,416,286
fm_38976_14210,103,371
fm_38994_37106,44,99
fm_38996_-78698,208,30
fm_39006_-78078,310,198
fm_39032_12330,327,146
fm_39043_28098,5,125
fm_39052_17610,146,344
fm_39076_-15075,352,218
fm_39083_-35321,366,212
fm_39083_21160,318,132
fm_39102_17040,398,190
fm_39103_18100,309,114
fm_39110_7538,360,201
fm_39123_18080,347,213
fm_39131_20500,166,146
fm_39180_17020,278,188
fm_39191_18260,20,161
fm_39192_11790,247,186
fm_39252_-15685,259,185
fm_39265_19370,92,87
fm_39309_42426,141,372
fm_39319_35926,349,232
fm_39339_11470,205,231
fm_39339_34676,322,198
fm_39339_41816,433,77
fm_39340_12858,221,207
fm_39341_-47426,296,226
fm_39349_-99908,275,34
fm_39349_38086,159,53
fm_39350_13630,224,89
fm_39399_22178,339,205
fm_39419_10850,432,372
fm_39424_7720,398,225
fm_39426_11110,169,87
fm_39426_9230,149,143
fm_39446_12950,398,193
fm_39447_-53626,275,375
fm_39473_21576,472,313
fm_39475_-96868,6,25
fm_39477_-51456,111,12
fm_39502_21940,281,242
fm_39513_18540,216,175
fm_39516_17168,408,342
fm_39563_-32231,280,346
fm_39581_21070,315,317
fm_39613_-15415,147,290
fm_39620_9940,131,263
fm_39621_20500,441,210
fm_39755_11600,18,152
fm_39761_-74958,169,296
fm_39767_19610,31,231
fm_39788_25120,416,200
fm_39797_13720,389,344
fm_39810_17548,152,117
fm_39811_-55166,387,314
fm_39842_13110,437,265
fm_39846_24328,316,358
fm_39848_25878,296,173
fm_39857_23272,475,60
fm_39866_17610,131,224
fm_39886_-76808,247,232
fm_39897_17132,152,285
fm_39900_25298,59,304
fm_39910_15708,118,293
fm_39927_-52046,70,173
fm_39967_12120,155,170
fm_40024_-67828,338,104
fm_40048_21990,99,242
fm_40098_21990,151,207
fm_40209_38046,445,317
fm_40225_9738,304,66
fm_40251_-55756,267,356
fm_40272_24590,457,70
fm_40277_26258,411,23
fm_40282_22730,202,114
fm_40290_21258,384,121
fm_40310_12598,149,143
fm_40311_-34361,455,105
fm_40327_8790,44,119
fm_40337_12742,73,265
fm_40339_12640,485,47
fm_40347_-52666,66,116
fm_40349_8300,435,52
fm_40361_-31261,104,360
fm_40363_-83318,99,141
fm_40364_37126,452,373
fm_40368_13712,365,115
fm_40368_16802,355,78
fm_40386_22270,323,128
fm_40420_11098,94,82
fm_40422_15400,76,74
fm_40422_22020,404,57
fm_40443_25400,221,39
fm_40476_8148,180,154
fm_40540_6780,148,139
fm_40574_-14145,118,106
fm_40591_22620,434,168
fm_40592_4920,378,122
fm_40620_8526,366,212
fm_40690_12908,100,83
fm_40699_41806,13,15
fm_40735_-82368,143,346
fm_40745_-82378,247,232
fm_40751_23128,216,208
fm_40762_-90668,442,211
fm_40788_12422,450,331
fm_40799_16278,89,140
fm_40810_16358,348,94
fm_40863_11560,252,198
fm_40882_-3605,370,74
fm_40882_-6705,494,20
fm_40884_-67818,495,166
fm_40902_14610,202,269
fm_40949_7100,500,125
fm_40981_10520,359,98
fm_41050_18166,132,301
fm_41102_4930,303,223
fm_41111_-75538,259,185
fm_41115_13458,494,197
fm_41127_13130,24,114
fm_41127_16190,167,78
fm_41131_-51736,267,298
fm_41149_35276,179,375
fm_41159_42396,233,144
fm_41180_10418,309,269
fm_41199_13650,69,184
fm_41209_8910,27,171
fm_41211_-35611,145,212
fm_41219_13198,305,2
fm_41226_15750,264,232
fm_41231_-25391,289,234
fm_41236_10470,67,165
fm_41240_24088,322,355
fm_41240_25948,76,309
fm_41261_-29771,348,166
fm_41332_-7985,335,203
fm_41343_18520,479,284
fm_41352_-7975,102,135
fm_41352_8210,264,151
fm_41362_-3605,393,123
fm_41375_6790,460,312
fm_41421_20490,314,196
fm_41430_12390,200,126
fm_41434_-9795,184,254
fm_41495_7270,23,366
fm_41545_14968,237,71
fm_41587_17170,493,279
fm_41619_18000,445,266
fm_41622_11290,341,87
fm_41622_11920,40,101
fm_41629_7100,221,258
fm_41630_13478,349,331
fm_41651_25008,230,242
fm_41686_16410,184,129
fm_41689_16938,39,157
fm_41710_16988,293,352
fm_41747_8750,253,349
fm_41763_-27601,327,254
fm_41793_12630,99,319
fm_41895_23038,39,157
fm_41941_13320,383,126
fm_41946_20780,450,197
fm_41948_24948,489,206
fm_42015_10308,265,150
fm_42027_17170,370,7
fm_42039_9590,210,90
fm_42092_13140,481,147
fm_42099_16318,149,240
fm_42112_20300,435,329
fm_42116_8630,318,132
fm_42121_12288,206,174
fm_42131_-32531,414,148
fm_42139_11328,132,80
fm_42149_13808,34,11
fm_42149_16298,467,77
fm_42149_21558,94,315
fm_42157_12782,36,159
fm_42177_21350,485,69
fm_42192_14760,366,303
fm_42212_18810,338,172
fm_42213_21180,132,80
fm_42271_14890,221,176
fm_42310_9920,336,181
fm_42311_14870,221,207
fm_42321_12410,194,224
fm_42330_9910,376,371
fm_42340_13920,330,120
fm_42371_18890,284,148
fm_42381_23860,383,104
fm_42475_14060,155,84
fm_42485_12848,222,285
fm_42522_13790,15,124
fm_42547_6222,197,175
fm_42549_6490,148,244
fm_42606_26588,107,18
fm_42617_18312,178,65
fm_42621_9110,456,70
fm_42682_23900,317,159
fm_42686_11878,450,225
fm_42696_12478,218,51
fm_42761_22300,354,145
fm_42841_15800,204,117
fm_42907_17760,30,147
fm_42937_17130,423,12
fm_42939_12710,128,279
fm_42950_10398,216,175
fm_42959_8518,295,175
fm_43000_18188,31,134
fm_43012_21950,290,131
fm_43019_10850,197,282
fm_43047_21452,379,80
fm_43049_22788,342,296
fm_43049_8910,109,222
fm_43059_16888,120,174
fm_43113_9510,202,328
fm_43142_20150,489,206
fm_43143_9690,259,185
fm_43146_19048,110,251
fm_43153_12830,17,80
fm_43191_20490,438,271
fm_43221_21700,363,139
fm_43315_14070,255,142
fm_43357_13770,283,29
fm_43357_15000,127,347
fm_43399_16730,159,218
fm_43462_21530,209,186
fm_43467_22682,177,241
fm_43484_22280,175,98
fm_43489_17940,90,305
fm_43499_14510,152,98
fm_43623_17290,343,171
fm_43671_22310,240,98
fm_43811_9410,295,208
fm_43850_22340,312,175
fm_43870_16080,438,154
fm_43872_16540,296,342
fm_43917_21472,390,198
fm_43919_10800,144,40
fm_43920_23438,283,292
fm_43932_21950,124,69
fm_43932_26208,281,141
fm_43948_22382,100,191
fm_43976_26558,392,110
fm_44066_12508,452,335
fm_44081_12410,287,106
fm_44090_18930,30,147
fm_44121_14250,489,177
fm_44265_16198,477,221
fm_44267_16530,131,160
fm_44283_24780,167,348
fm_44297_5870,121,236
fm_44299_11440,284,119
fm_44357_20812,366,171
fm_44369_15058,95,97
fm_44369_19770,48,316
fm_44379_20328,292,228
fm_44389_11968,64,156
fm_44418_19292,52,242
fm_44462_16340,38,91
fm_44492_19540,36,274
fm_44499_23670,409,145
fm_44513_12020,264,186
fm_44560_10510,390,175
fm_44665_18730,188,257
fm_44694_25080,326,267
fm_44695_21200,463,180
fm_44717_22760,329,256
fm_44720_5590,9,120
fm_44725_13470,284,290
fm_44749_10830,61,197
fm_44757_20870,39,88
fm_44761_24120,20,163
fm_44762_16580,435,309
fm_44770_14870,20,222
fm_44790_14118,497,102
fm_44829_10698,475,159
fm_44869_21010,400,88
fm_44928_5250,444,165
fm_44963_23070,497,67
fm_44966_19028,283,42
fm_44982_26000,69,172
fm_45009_8208,285,91
fm_45140_5560,148,139
fm_45155_18130,262,126
fm_45185_9118,415,121
fm_45198_4610,393,220
fm_45200_22528,62,179
fm_45217_20280,485,106
fm_45240_16638,318,251
fm_45250_12858,1,84
fm_45262_21480,39,157
fm_45272_17760,104,92
fm_45279_20928,331,373
fm_45288_20542,305,174
fm_45312_20710,130,126
fm_45326_26548,247,197
fm_45372_9210,489,331
fm_45373_13420,418,52
fm_45449_8218,130,306
fm_45480_8020,32,191
fm_45481_18290,331,71
fm_45508_24968,258,314
fm_45521_13290,83,146
fm_45555_7240,74,118
fm_45565_14060,184,21
fm_45607_15630,444,371
fm_45615_14968,272,280
fm_45625_14700,68,40
fm_45640_20028,81,197
fm_45657_20890,67,52
fm_45660_20608,244,371
fm_45702_17770,457,302
fm_45729_8920,492,53
fm_45748_23480,15,316
fm_45749_22828,206,209
fm_45760_15698,310,19
fm_45768_13042,120,269
fm_45846_8818,264,151
fm_45871_6470,69,368
fm_45934_22428,358,298
fm_45950_18920,201,142
fm_46065_17488,189,141
fm_46089_11490,208,260
fm_46090_14280,184,18
fm_46107_16240,155,221
fm_46109_14880,29,117
fm_46120_22340,345,59
fm_46132_12500,295,175
fm_46142_22130,423,57
fm_46149_10688,489,177
fm_46149_11368,398,193
fm_46162_22110,69,211
fm_46169_13910,490,120
fm_46169_14490,433,8
fm_46169_21578,345,204
fm_46179_13208,133,237
fm_46189_16318,2,361
fm_46189_22158,113,367
fm_46218_17382,411,300
fm_46252_18180,324,128
fm_46262_7820,442,211
fm_46272_13550,296,268
fm_46292_13940,386,337
fm_46293_12780,309,269
fm_46358_22000,310,170
fm_46441_16410,342,134
fm_46485_11610,72,18
fm_46505_18088,167,11
fm_46530_21050,220,121
fm_46531_9380,74,308
fm_46567_22120,444,277
fm_46570_21100,359,266
fm_46608_22402,281,242
fm_46620_15118,281,141
fm_46621_24378,252,307
fm_46630_13878,318,251
fm_46638_16822,95,97
fm_46649_15480,344,186
fm_46650_24068,444,165
fm_46657_22662,185,329
fm_46660_15078,247,151
fm_46662_9840,131,367
fm_46771_18010,346,142
fm_46773_13870,5,136
fm_46781_20480,211,108
fm_46811_16130,209,197
fm_46820_12400,444,182
fm_46947_5870,379,303
fm_46965_14078,244,27
fm_46975_11608,298,24
fm_46987_14380,255,115
fm_47011_21318,261,111
fm_47020_21908,183,28
fm_47041_16658,54,286
fm_47041_24418,41,330
fm_47079_12630,167,278
fm_47086_21330,36,224
fm_47120_18178,404,123
fm_47121_11150,355,356
fm_47162_15170,475,224
fm_47202_12730,221,344
fm_47206_13778,273,37
fm_47231_18620,307,364
fm_47263_23650,415,134
fm_47321_13920,277,105
fm_47381_23070,469,320
fm_47469_9620,94,130
fm_47480_14850,319,227
fm_47481_17288,193,132
fm_47525_7870,401,222
fm_47526_9280,261,242
fm_47545_7850,492,238
fm_47558_20482,64,152
fm_47560_12628,360,105
fm_47582_17600,244,85
fm_47582_21920,496,67
fm_47615_-91378,157,357
fm_47628_5290,436,254
fm_47667_12120,63,229
fm_47787_21040,491,161
fm_47835_14040,318,299
fm_47856_22870,465,295
fm_47919_10850,491,199
fm_47950_20658,261,373
fm_47957_24890,497,52
fm_47959_16308,327,273
fm_47961_24070,472,241
fm_47962_24610,394,243
fm_47975_6628,347,334
fm_47976_21320,39,161
fm_47979_18488,123,57
fm_47989_12660,359,266
fm_48000_20998,202,15
fm_48112_-51631,217,107
fm_48123_14040,311,126
fm_48160_13030,61,186
fm_48191_10570,359,98
fm_48231_15800,405,53
fm_48315_14968,113,367
fm_48346_24328,100,83
fm_48349_10820,152,285
fm_48349_6510,342,287
fm_48391_25648,243,13
fm_48408_11832,67,165
fm_48409_13198,269,46
fm_48426_18830,433,364
fm_48429_-6083,343,113
fm_48457_-34126,54,30
fm_48466_17323,248,139
fm_48466_20120,346,183
fm_48501_-37486,205,199
fm_48515_-96318,89,207
fm_48536_21488,253,246
fm_48542_-47891,321,130
fm_48563_-27286,143,336
fm_48666_20790,289,242
fm_48670_38993,13,123
fm_48713_41173,11,147
fm_48745_21830,463,123
fm_48755_11570,39,31
fm_48775_11600,486,190
fm_48819_8558,353,173
fm_48866_15770,110,321
fm_48867_21472,99,242
fm_48870_21628,20,161
fm_48885_6598,30,147
fm_4888_19065,455,155
fm_48891_11170,327,254
fm_48906_10843,393,139
fm_48932_14760,31,134
fm_49040_10510,252,297
fm_49197_5860,315,317
fm_49203_34643,121,208
fm_49250_16578,282,6
fm_49271_22528,363,139
fm_49291_12898,31,285
fm_49291_15418,20,222
fm_49295_20470,248,249
fm_49320_23438,168,106
fm_49329_15440,299,159
fm_49331_-101878,197,321
fm_49336_15740,381,217
fm_49336_19490,126,295
fm_49337_-35946,170,17
fm_49359_11450,132,80
fm_49369_21670,167,194
fm_49413_13850,323,87
fm_49425_-97548,56,301
fm_49435_-94468,260,111
fm_49445_-98488,186,38
fm_49465_-91948,36,323
fm_49571_22600,6,145
fm_49582_6193,379,303
fm_49596_20750,366,212
fm_49625_18118,68,243
fm_49636_25288,264,110
fm_49637_5870,209,186
fm_49657_27208,221,176
fm_49717_14950,224,355
fm_49719_9600,12,335
fm_49729_14250,108,357
fm_49730_18570,145,171
fm_49757_-29456,321,369
fm_49759_13188,256,59
fm_49766_14230,302,20
fm_49772_9430,465,17
fm_49785_6648,206,150
fm_49799_19118,60,134
fm_49807_15842,90,104
fm_49809_-4223,260,14
fm_49809_14468,228,30
fm_49812_28483,121,208
fm_49819_14550,407,241
fm_49863_-29126,428,160
fm_49868_5853,206,209
fm_49873_-34376,164,29
fm_49873_11540,330,169
fm_49893_-36856,307,283
fm_49903_-33806,387,69
fm_49908_5843,309,176
fm_49911_16160,318,132
fm_49916_18398,113,16
fm_49925_-96328,210,81
fm_49960_20140,221,207
fm_49971_18020,41,255
fm_50083_36803,92,187
fm_50085_15280,443,120
fm_50085_15310,156,169
fm_50105_13448,155,340
fm_50127_13720,290,176
fm_50180_20618,150,258
fm_50207_20182,444,165
fm_50210_24108,98,354
fm_50211_17918,194,159
fm_50212_15600,383,104
fm_50229_14468,413,291
fm_50250_20978,491,161
fm_50267_-28226,348,198
fm_50316_14648,371,255
fm_50325_-96328,221,207
fm_50336_13738,342,296
fm_50356_18988,429,287
fm_50363_11600,487,114
fm_50410_39633,359,266
fm_50420_35593,414,152
fm_50451_17680,329,49
fm_50470_32513,408,267
fm_50557_14950,35,218
fm_50610_19210,202,144
fm_50620_22518,390,208
fm_50630_22508,13,138
fm_50632_14350,274,351
fm_50639_9620,159,348
fm_50657_18962,239,46
fm_50659_15450,39,157
fm_50659_15668,319,72
fm_50660_19108,259,185
fm_50678_14312,267,85
fm_50709_-3643,242,46
fm_50709_11368,423,150
fm_50783_18263,368,171
fm_50792_-9813,336,73
fm_50793_14080,269,46
fm_50870_12400,200,126
fm_50880_15810,152,98
fm_50900_38403,311,257
fm_50911_24510,216,175
fm_50965_18710,494,97
fm_50983_33423,275,61
fm_50993_41193,406,121
fm_51023_40573,380,154
fm_51030_21680,498,127
fm_51060_11658,268,247
fm_51062_14400,398,190
fm_51080_23718,189,96
fm_51107_14612,77,59
fm_51109_-13843,416,209
fm_51109_20348,497,195
fm_51112_18390,351,369
fm_51118_19892,327,129
fm_51119_13920,16,29
fm_51126_18210,490,261
fm_51131_-98208,362,111
fm_51157_-33476,296,139
fm_51158_13722,303,336
fm_51163_-15103,396,183
fm_51171_-96638,319,213
fm_51191_-37526,113,190
fm_51262_15220,363,64
fm_51300_12410,454,154
fm_51330_7400,124,290
fm_51331_21380,372,91
fm_51490_20048,52,100
fm_51552_19000,22,206
fm_51556_16693,206,209
fm_51559_17838,206,209
fm_51572_13140,459,99
fm_51589_15420,49,67
fm_51589_15648,77,265
fm_51612_28453,109,337
fm_51625_-104398,60,100
fm_51667_12110,49,107
fm_51673_8633,99,141
fm_51678_5863,22,94
fm_51705_-94428,196,317
fm_51831_22590,152,98
fm_51832_27863,122,230
fm_51863_30333,278,19
fm_51873_32213,375,147
fm_51960_16578,377,143
fm_52041_-103768,247,197
fm_52052_-90718,450,186
fm_52059_8160,206,209
fm_52122_-12933,113,99
fm_52155_-104048,386,363
fm_52155_-93818,310,364
fm_52165_-104098,161,66
fm_52210_17050,267,298
fm_52210_17060,403,357
fm_52220_31863,269,222
fm_52230_17660,7,363
fm_52236_25400,118,163
fm_52452_28433,465,147
fm_52491_-103158,249,257
fm_52583_17013,188,45
fm_52592_-11663,260,278
fm_52631_-104998,378,31
fm_52661_-104968,196,66
fm_52700_32473,180,15
fm_52710_21353,74,265
fm_52711_29093,48,284
fm_52813_38713,436,31
fm_52951_-91678,349,52
fm_52967_-29426,201,183
fm_53042_-10433,182,248
fm_53223_33393,173,170
fm_5322_-8905,264,186
fm_53233_29683,182,85
fm_53330_23520,121,71
fm_53369_20928,249,257
fm_53396_8933,439,123
fm_53406_12683,467,242
fm_53421_-99428,279,248
fm_53462_-90718,184,129
fm_53465_-91348,22,177
fm_53472_-3913,2,353
fm_53493_-27296,27,116
fm_53503_-25416,478,272
fm_53503_-27866,240,37
fm_53503_-28496,216,208
fm_53663_37473,439,42
fm_53806_8963,475,60
fm_53826_17333,281,347
fm_53923_-31296,354,296
fm_53973_-26066,20,222
fm_54050_39013,176,305
fm_54092_6133,302,186
fm_54200_28803,70,327
fm_54299_-13223,167,174
fm_54365_-100958,275,140
fm_54373_8673,52,283
fm_54375_-100978,245,191
fm_54385_-94488,110,238
fm_54393_-35616,157,357
fm_54405_-95068,350,159
fm_54411_-105008,351,147
fm_54413_-26016,411,83
fm_54500_36533,46,287
fm_54583_36233,194,125
fm_54593_42413,193,132
fm_54720_-59091,24,269
fm_54731_-102488,396,90
fm_54751_-103168,482,365
fm_54767_-27586,177,72
fm_54767_-31016,317,198
fm_54855_-91388,116,172
fm_54872_-3333,222,149
fm_54918_-23236,296,299
fm_55160_-57211,398,32
fm_55199_-11383,19,85
fm_55262_-9853,393,163
fm_55263_-36246,141,68
fm_55273_-35016,295,175
fm_55282_-3333,41,186
fm_55285_-103478,108,357
fm_55293_17653,349,331
fm_55303_-36266,346,15
fm_55493_39293,246,213
fm_55513_39923,425,173
fm_55609_-12593,196,317
fm_55637_-30066,352,165
fm_55713_7993,221,344
fm_55732_-4573,259,185
fm_55735_-102808,71,294
fm_55748_5863,68,301
fm_55773_12343,496,67
fm_55828_42733,432,124
fm_55923_42433,93,142
fm_56040_43683,61,186
fm_56087_-1783,249,257
fm_56111_-98178,174,331
fm_56142_-38766,327,47
fm_56212_-5183,398,265
fm_56623_-26636,329,44
fm_56739_-1123,241,161
fm_56792_-16023,401,97
fm_56910_28773,472,364
fm_56959_-5473,73,258
fm_56996_10783,325,121
fm_56999_-6133,450,186
fm_57083_-26066,238,268
fm_57103_-25396,171,103
fm_57190_42113,113,190
fm_57420_43663,489,165
fm_57429_-2393,346,340
fm_57440_-47611,76,313
fm_57459_-9483,272,313
fm_57464_-59721,315,317
fm_57470_-52591,257,179
fm_57512_-14143,403,26
fm_57513_-36286,53,125
fm_57620_30043,267,255
fm_5762_-6115,50,226
fm_57650_33763,152,285
fm_57860_-57191,487,269
fm_57916_12073,113,367
fm_57965_-102858,148,244
fm_57969_-38416,73,26
fm_58003_-105618,82,35
fm_58023_-27246,24,172
fm_58080_40863,130,250
fm_58213_34063,56,286
fm_58326_18563,362,143
fm_58373_-15093,61,186
fm_58376_-23866,201,19
fm_58442_-2723,398,369
fm_58452_-55051,24,114
fm_5848_13985,180,311
fm_58663_30973,58,191
fm_58791_-100638,330,86
fm_58872_-3333,18,122
fm_58883_-29126,133,117
fm_58912_-55041,443,176
fm_58915_-91968,110,6
fm_58970_31233,9,205
fm_59210_-50111,97,231
fm_59217_-35956,335,369
fm_59250_-50111,222,283
fm_59257_-24456,121,208
fm_59441_-90418,102,213
fm_59450_31223,290,344
fm_59481_29093,187,315
fm_5948_55014,178,25
fm_5968_56194,163,258
fm_59696_13273,333,323
fm_59697_-26346,161,102
fm_59721_-101928,66,228
fm_59721_-102548,245,191
fm_59740_-60001,96,166
fm_59773_18843,250,353
fm_59782_-5803,105,136
fm_59880_40263,225,307
fm_59973_30943,390,175
fm_60110_-53191,327,254
fm_60209_-23546,6,233
fm_60212_-90708,9,120
fm_60233_-35006,303,160
fm_60242_-47311,422,150
fm_60273_-35626,43,320
fm_6045_-82098,55,48
fm_6049_35286,278,56
fm_6051_-52326,390,314
fm_60556_14203,186,42
fm_60566_13283,453,10
fm_60587_-34096,246,295
fm_6059_-94678,197,346
fm_6068_57744,335,263
fm_60705_-97548,492,249
fm_6075_18486,160,14
fm_61021_-100678,198,199
fm_61046_8963,159,165
fm_61067_-32876,118,163
fm_61125_-104088,490,263
fm_61132_-5153,149,109
fm_61132_-5163,359,285
fm_61133_-25446,120,167
fm_61133_-26036,319,174
fm_61135_-102228,290,39
fm_6113_29416,55,223
fm_6114_31256,214,69
fm_61165_-102808,459,268
fm_6127_-49536,77,100
fm_61333_30353,329,310
fm_61333_36183,200,126
fm_6137_-48326,21,372
fm_61460_-53201,128,279
fm_61461_-102498,295,175
fm_61461_-98178,219,328
fm_61469_-7363,317,159
fm_61470_-46981,466,202
fm_61471_-94158,349,52
fm_61489_-13263,149,23
fm_61519_-4853,222,234
fm_6154_38396,337,360
fm_61573_-31276,48,362
fm_61573_10493,189,8
fm_61592_-14783,316,56
fm_61647_21073,207,111
fm_6164_33716,271,363
fm_61937_-34086,426,160
fm_62025_-104038,450,197
fm_62033_8673,282,92
fm_62043_15183,43,347
fm_62110_40833,410,345
fm_62110_41503,289,234
